current_state,region,division,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,from_region,from_division,number_of_people
Wisconsin,Midwest,East North Central,2019,5760481,5001140,634732,107973,16636,Mississippi,South,East South Central,581
Wyoming,West,Mountain,2019,572884,473128,68127,30247,1382,Mississippi,South,East South Central,0
Puerto Rico,Puerto Rico,Puerto Rico,2019,3175835,2968876,169733,31144,6082,Mississippi,South,East South Central,0
Alabama,South,East South Central,2010,4729509,3987155,620465,108723,13166,Missouri,Midwest,West North Central,1373
Alaska,West,Pacific,2010,702974,565031,95878,36326,5739,Missouri,Midwest,West North Central,0
Arizona,West,Mountain,2010,6332786,5069002,1001991,222725,39068,Missouri,Midwest,West North Central,4567
Arkansas,South,West South Central,2010,2888304,2387806,412997,79127,8374,Missouri,Midwest,West North Central,7320
California,West,Pacific,2010,36907897,30790221,5413287,444749,259640,Missouri,Midwest,West North Central,6921
Colorado,West,Mountain,2010,4988190,4042039,725413,186366,34372,Missouri,Midwest,West North Central,1978
Connecticut,Northeast,New England,2010,3541146,3100742,342904,77333,20167,Missouri,Midwest,West North Central,42
Delaware,South,South Atlantic,2010,889812,764640,90001,30759,4412,Missouri,Midwest,West North Central,539
District of Columbia,South,South Atlantic,2010,596747,474676,63766,51244,7061,Missouri,Midwest,West North Central,272
Florida,South,South Atlantic,2010,18647600,15554008,2459530,482889,151173,Missouri,Midwest,West North Central,7984
Georgia,South,South Atlantic,2010,9587237,8015409,1278548,249459,43821,Missouri,Midwest,West North Central,3072
Hawaii,West,Pacific,2010,1346274,1140572,134315,53581,17806,Missouri,Midwest,West North Central,170
Idaho,West,Mountain,2010,1550967,1279856,209272,55638,6201,Missouri,Midwest,West North Central,425
Illinois,Midwest,East North Central,2010,12680126,11009852,1404525,203959,61790,Missouri,Midwest,West North Central,16703
Indiana,Midwest,East North Central,2010,6414862,5431015,833086,127353,23408,Missouri,Midwest,West North Central,3893
Iowa,Midwest,West North Central,2010,3013053,2553210,375650,72557,11636,Missouri,Midwest,West North Central,6031
Kansas,Midwest,West North Central,2010,2820894,2341401,372161,95059,12273,Missouri,Midwest,West North Central,23384
Kentucky,South,East South Central,2010,4296639,3638259,519887,118443,20050,Missouri,Midwest,West North Central,3153
Louisiana,South,West South Central,2010,4483529,3826390,547291,97889,11959,Missouri,Midwest,West North Central,2852
Maine,Northeast,New England,2010,1313902,1136780,146735,27758,2629,Missouri,Midwest,West North Central,201
Maryland,South,South Atlantic,2010,5716785,4917637,588879,164484,45785,Missouri,Midwest,West North Central,1147
Massachusetts,Northeast,New England,2010,6489250,5583650,706624,140162,58814,Missouri,Midwest,West North Central,1957
Michigan,Midwest,East North Central,2010,9762127,8310098,1291901,116149,43979,Missouri,Midwest,West North Central,2921
Minnesota,Midwest,West North Central,2010,5244256,4480630,647946,89872,25808,Missouri,Midwest,West North Central,1549
Mississippi,South,East South Central,2010,2931228,2510729,340266,72321,7912,Missouri,Midwest,West North Central,959
Missouri,Midwest,West North Central,2010,5920858,4968921,786726,145226,19985,Missouri,Midwest,West North Central,0
Montana,West,Mountain,2010,978507,821709,117752,35630,3416,Missouri,Midwest,West North Central,564
Nebraska,Midwest,West North Central,2010,1802697,1497138,247005,51290,7264,Missouri,Midwest,West North Central,2723
Nevada,West,Mountain,2010,2667364,2030410,517261,102677,17016,Missouri,Midwest,West North Central,1747
New Hampshire,Northeast,New England,2010,1303865,1118359,141213,39367,4926,Missouri,Midwest,West North Central,295
New Jersey,Northeast,Middle Atlantic,2010,8709933,7841470,684482,127369,56612,Missouri,Midwest,West North Central,727
New Mexico,West,Mountain,2010,2039549,1735950,220663,73605,9331,Missouri,Midwest,West North Central,138
New York,Northeast,Middle Atlantic,2010,19171916,16976205,1779540,269427,146744,Missouri,Midwest,West North Central,1870
North Carolina,South,South Atlantic,2010,9443000,7982017,1141001,263256,56726,Missouri,Midwest,West North Central,1932
North Dakota,Midwest,West North Central,2010,665654,556222,75720,30100,3612,Missouri,Midwest,West North Central,197
Ohio,Midwest,East North Central,2010,11405101,9745227,1453401,172633,33840,Missouri,Midwest,West North Central,1171
Oklahoma,South,West South Central,2010,3716264,3065497,528824,106511,15432,Missouri,Midwest,West North Central,4102
Oregon,West,Pacific,2010,3794008,3110896,545841,116700,20571,Missouri,Midwest,West North Central,1786
Pennsylvania,Northeast,Middle Atlantic,2010,12577555,11053022,1239199,235580,49754,Missouri,Midwest,West North Central,1725
Rhode Island,Northeast,New England,2010,1042240,900283,99603,32059,10295,Missouri,Midwest,West North Central,47
South Carolina,South,South Atlantic,2010,4577399,3870879,537961,152441,16118,Missouri,Midwest,West North Central,1371
South Dakota,Midwest,West North Central,2010,805616,680993,96805,25777,2041,Missouri,Midwest,West North Central,252
Tennessee,South,East South Central,2010,6282706,5299496,801355,159778,22077,Missouri,Midwest,West North Central,4342
Texas,South,West South Central,2010,24899075,20500156,3740344,486558,172017,Missouri,Midwest,West North Central,12061
Utah,West,Mountain,2010,2724064,2240636,388410,77780,17238,Missouri,Midwest,West North Central,1255
Vermont,Northeast,New England,2010,619363,534975,59032,22529,2827,Missouri,Midwest,West North Central,51
Virginia,South,South Atlantic,2010,7930773,6752310,870491,259507,48465,Missouri,Midwest,West North Central,4262
Washington,West,Pacific,2010,6661321,5464985,946923,191784,57629,Missouri,Midwest,West North Central,3727
West Virginia,South,South Atlantic,2010,1833535,1625125,166168,39609,2633,Missouri,Midwest,West North Central,160
Wisconsin,Midwest,East North Central,2010,5623196,4824045,691592,93065,14494,Missouri,Midwest,West North Central,1716
Wyoming,West,Mountain,2010,556954,444614,82255,28046,2039,Missouri,Midwest,West North Central,421
Puerto Rico,Puerto Rico,Puerto Rico,2010,3676493,3392179,247593,31732,4989,Missouri,Midwest,West North Central,221
Alabama,South,East South Central,2011,4745278,4024442,588293,117726,14817,Missouri,Midwest,West North Central,1086
Alaska,West,Pacific,2011,711962,571857,100280,35084,4741,Missouri,Midwest,West North Central,921
Arizona,West,Mountain,2011,6402301,5107496,1028366,222877,43562,Missouri,Midwest,West North Central,3872
Arkansas,South,West South Central,2011,2906632,2421746,405831,69845,9210,Missouri,Midwest,West North Central,7314
California,West,Pacific,2011,37222678,31213310,5271168,468428,269772,Missouri,Midwest,West North Central,7677
Colorado,West,Mountain,2011,5048443,4048042,763233,202124,35044,Missouri,Midwest,West North Central,4552
Connecticut,Northeast,New England,2011,3548667,3139496,316883,71502,20786,Missouri,Midwest,West North Central,365
Delaware,South,South Atlantic,2011,897187,775414,83156,33912,4705,Missouri,Midwest,West North Central,713
District of Columbia,South,South Atlantic,2011,611608,489659,66519,48066,7364,Missouri,Midwest,West North Central,112
Florida,South,South Atlantic,2011,18863948,15742168,2454255,498597,168928,Missouri,Midwest,West North Central,7114
Georgia,South,South Atlantic,2011,9699859,8095407,1289450,271077,43925,Missouri,Midwest,West North Central,2514
Hawaii,West,Pacific,2011,1357806,1160948,122727,57542,16589,Missouri,Midwest,West North Central,308
Idaho,West,Mountain,2011,1559637,1284530,208434,60336,6337,Missouri,Midwest,West North Central,384
Illinois,Midwest,East North Central,2011,12718402,11076528,1353853,216204,71817,Missouri,Midwest,West North Central,13889
Indiana,Midwest,East North Central,2011,6437155,5478683,809158,127874,21440,Missouri,Midwest,West North Central,1824
Iowa,Midwest,West North Central,2011,3027718,2573313,370554,70405,13446,Missouri,Midwest,West North Central,3649
Kansas,Midwest,West North Central,2011,2833584,2372033,362782,83640,15129,Missouri,Midwest,West North Central,22033
Kentucky,South,East South Central,2011,4316297,3686232,505741,110031,14293,Missouri,Midwest,West North Central,2793
Louisiana,South,West South Central,2011,4518629,3865118,538691,99138,15682,Missouri,Midwest,West North Central,1375
Maine,Northeast,New England,2011,1315833,1120364,157102,33818,4549,Missouri,Midwest,West North Central,325
Maryland,South,South Atlantic,2011,5759087,5008452,553895,153979,42761,Missouri,Midwest,West North Central,1469
Massachusetts,Northeast,New England,2011,6515057,5658768,656441,139830,60018,Missouri,Midwest,West North Central,1261
Michigan,Midwest,East North Central,2011,9766574,8340767,1242917,139158,43732,Missouri,Midwest,West North Central,2509
Minnesota,Midwest,West North Central,2011,5277329,4505462,646176,101029,24662,Missouri,Midwest,West North Central,1345
Mississippi,South,East South Central,2011,2943021,2534036,332934,68511,7540,Missouri,Midwest,West North Central,1581
Missouri,Midwest,West North Central,2011,5937896,4963040,801046,149439,24371,Missouri,Midwest,West North Central,0
Montana,West,Mountain,2011,987076,828254,122210,33553,3059,Missouri,Midwest,West North Central,158
Nebraska,Midwest,West North Central,2011,1817126,1505191,253269,52070,6596,Missouri,Midwest,West North Central,1848
Nevada,West,Mountain,2011,2688336,2084668,480317,110345,13006,Missouri,Midwest,West North Central,335
New Hampshire,Northeast,New England,2011,1305678,1141236,122129,37000,5313,Missouri,Midwest,West North Central,153
New Jersey,Northeast,Middle Atlantic,2011,8719952,7825661,693380,140194,60717,Missouri,Midwest,West North Central,583
New Mexico,West,Mountain,2011,2055293,1753413,228218,62130,11532,Missouri,Midwest,West North Central,1183
New York,Northeast,Middle Atlantic,2011,19248685,17055260,1756105,282209,155111,Missouri,Midwest,West North Central,1417
North Carolina,South,South Atlantic,2011,9539412,8070238,1160510,265291,43373,Missouri,Midwest,West North Central,2638
North Dakota,Midwest,West North Central,2011,675161,559906,79837,32510,2908,Missouri,Midwest,West North Central,330
Ohio,Midwest,East North Central,2011,11418944,9764366,1425709,191778,37091,Missouri,Midwest,West North Central,2003
Oklahoma,South,West South Central,2011,3742698,3089041,528498,108878,16281,Missouri,Midwest,West North Central,5781
Oregon,West,Pacific,2011,3828714,3128121,549332,127906,23355,Missouri,Midwest,West North Central,1172
Pennsylvania,Northeast,Middle Atlantic,2011,12610486,11099077,1224564,234291,52554,Missouri,Midwest,West North Central,1761
Rhode Island,Northeast,New England,2011,1040022,903786,101689,26769,7778,Missouri,Midwest,West North Central,109
South Carolina,South,South Atlantic,2011,4624180,3899705,546666,157644,20165,Missouri,Midwest,West North Central,1522
South Dakota,Midwest,West North Central,2011,814175,688436,94655,27506,3578,Missouri,Midwest,West North Central,354
Tennessee,South,East South Central,2011,6333466,5342978,794556,170969,24963,Missouri,Midwest,West North Central,3795
Texas,South,West South Central,2011,25327104,20984855,3648260,514726,179263,Missouri,Midwest,West North Central,13473
Utah,West,Mountain,2011,2769627,2295961,373984,85217,14465,Missouri,Midwest,West North Central,511
Vermont,Northeast,New England,2011,621354,537304,60719,20463,2868,Missouri,Midwest,West North Central,69
Virginia,South,South Atlantic,2011,7996552,6789620,889751,257130,60051,Missouri,Midwest,West North Central,2277
Washington,West,Pacific,2011,6748474,5565069,919925,208507,54973,Missouri,Midwest,West North Central,3307
West Virginia,South,South Atlantic,2011,1836614,1609110,172262,50068,5174,Missouri,Midwest,West North Central,309
Wisconsin,Midwest,East North Central,2011,5647213,4846550,675623,109439,15601,Missouri,Midwest,West North Central,2090
Wyoming,West,Mountain,2011,561389,462808,66648,30651,1282,Missouri,Midwest,West North Central,241
Puerto Rico,Puerto Rico,Puerto Rico,2011,3669195,3403602,238263,22649,4681,Missouri,Midwest,West North Central,101
Alabama,South,East South Central,2012,4764428,4054260,590326,104600,15242,Missouri,Midwest,West North Central,1555
Alaska,West,Pacific,2012,721186,592551,90613,33415,4607,Missouri,Midwest,West North Central,819
Arizona,West,Mountain,2012,6468907,5242674,953789,232457,39987,Missouri,Midwest,West North Central,2595
Arkansas,South,West South Central,2012,2912680,2453347,373046,76948,9339,Missouri,Midwest,West North Central,9105
California,West,Pacific,2012,37572738,31777868,5046618,493641,254611,Missouri,Midwest,West North Central,6729
Colorado,West,Mountain,2012,5123944,4131357,751921,205060,35606,Missouri,Midwest,West North Central,3771
Connecticut,Northeast,New England,2012,3555319,3114940,334918,80311,25150,Missouri,Midwest,West North Central,358
Delaware,South,South Atlantic,2012,906576,782216,86003,34757,3600,Missouri,Midwest,West North Central,80
